age,years_cdl,years_owner_op,fico_score,is_foreign_born,violations_3y,avg_weekly_miles,loads_per_month,freight_type,unique_brokers_6m,on_time_delivery_pct,avg_days_between_loads,gross_weekly_revenue,net_weekly_income,payment_to_income_ratio,avg_account_balance,prior_late_payments,region,contract_start_month,default_12m
47,23,0,604,1,0,2401,13,flatbed,1,78.6,2.59,6461,1490,0.464,8291,0,south,1,0
27,0,0,674,1,1,3021,17,dry_van,5,91.1,0.83,7016,2375,0.291,856,0,southeast,4,0
46,25,24,779,1,2,2792,13,dry_van,1,80.9,2.65,6016,1417,0.488,5627,0,west,2,0
43,22,9,504,0,1,2109,15,dry_van,4,92.0,3.01,4101,1010,0.685,2000,1,midwest,11,1
41,20,20,799,1,0,1750,9,flatbed,8,80.6,3.39,4790,1047,0.661,1354,1,midwest,6,0
58,35,31,624,0,2,2665,14,flatbed,8,67.1,2.68,6350,1804,0.384,4238,2,southeast,10,1
36,15,4,664,1,1,1927,10,flatbed,5,82.6,5.01,4560,548,1.263,1380,2,southeast,10,0
63,40,33,541,1,1,2217,12,dry_van,6,80.4,0.72,4284,533,1.298,819,0,midwest,4,1
40,17,17,710,1,0,2292,14,reefer,5,92.9,1.45,4995,1333,0.519,282,1,southeast,4,0
29,8,0,643,1,2,2698,10,dry_van,4,92.6,2.65,6190,1238,0.559,3375,2,southeast,9,0
43,17,8,636,1,2,3176,8,reefer,4,77.7,2.48,7277,2348,0.295,3736,2,southeast,2,0
31,9,7,504,0,1,2606,13,reefer,3,84.9,1.04,7518,1810,0.382,12774,2,west,7,0
34,10,8,645,1,1,2358,12,dry_van,5,71.6,1.38,5189,1217,0.569,2906,0,midwest,2,0
46,22,21,699,1,3,1669,12,dry_van,3,94.3,1.44,3633,575,1.204,731,0,midwest,5,0
48,26,20,623,0,1,2806,14,dry_van,7,71.0,0.5,6170,1096,0.631,2030,2,south,6,1
36,8,5,722,1,0,2613,17,dry_van,6,76.9,0.88,5312,1236,0.56,1509,1,south,6,0
52,30,28,719,0,0,2353,14,dry_van,9,91.9,4.64,5455,1515,0.457,6294,1,south,7,0
54,23,19,595,0,1,3125,14,dry_van,6,60.2,3.41,6183,1493,0.463,6573,1,midwest,8,0
56,35,34,752,0,1,2064,10,dry_van,5,93.5,4.27,4237,729,0.949,25053,1,midwest,12,0
47,26,22,643,0,1,2292,11,dry_van,6,67.2,8.38,5328,1450,0.477,1504,1,midwest,11,0
56,34,32,643,1,1,2490,14,reefer,3,69.0,3.13,6653,2086,0.332,6651,0,northeast,12,0
23,0,0,647,1,0,2347,11,reefer,6,87.7,0.5,6606,1404,0.493,9270,2,northeast,8,0
39,16,15,645,1,2,2848,14,flatbed,6,63.4,2.48,7009,2036,0.34,4137,0,southeast,11,0
33,9,9,456,1,0,2809,9,dry_van,1,95.2,3.48,6346,1401,0.494,1049,3,south,12,1
43,19,18,627,1,2,3073,19,reefer,6,65.6,2.41,6259,1741,0.398,1178,0,northeast,2,0
36,14,13,545,1,1,2826,13,flatbed,8,72.1,0.97,8096,2599,0.266,4320,2,midwest,8,1
40,15,6,754,0,1,2548,12,dry_van,5,97.5,3.07,5393,1579,0.438,3450,2,west,12,0
61,40,40,751,0,0,2447,10,reefer,3,95.8,4.4,6219,1056,0.656,461,1,midwest,10,0
40,19,18,700,1,1,2805,19,flatbed,4,97.2,2.79,7513,1727,0.401,541,1,southeast,4,0
46,25,19,623,0,1,2514,8,reefer,6,88.4,4.69,6272,1971,0.351,3158,0,midwest,10,0
40,19,13,569,0,0,2621,10,dry_van,3,80.2,2.29,5304,1552,0.446,148,0,midwest,1,0
43,21,12,594,1,2,2829,15,dry_van,8,93.2,2.47,5666,1652,0.419,2222,1,southeast,11,0
42,18,12,776,0,1,2662,13,dry_van,5,81.4,1.38,6210,1524,0.454,923,2,southeast,4,0
46,14,11,592,0,1,2739,10,reefer,6,64.0,3.53,6293,1599,0.433,664,1,midwest,4,0
54,32,32,475,0,1,2244,10,reefer,6,94.4,2.91,5072,938,0.738,1014,1,midwest,8,1
58,34,34,712,0,3,3207,11,dry_van,4,79.9,2.08,6826,1586,0.436,2218,3,southeast,5,0
45,24,24,745,1,0,2102,12,dry_van,7,84.0,7.33,4463,636,1.088,1731,1,south,9,0
48,27,9,756,0,0,2798,17,dry_van,4,93.4,8.2,5779,1527,0.453,441,2,northeast,6,0
30,9,7,713,0,1,2381,14,reefer,3,80.5,2.28,5646,958,0.722,248,2,northeast,11,0
41,16,3,724,0,1,3087,16,dry_van,10,74.7,6.28,6806,1580,0.438,2134,0,midwest,6,0
51,18,10,644,1,2,2998,10,dry_van,1,72.6,3.74,5841,1655,0.418,2972,2,south,6,1
51,22,10,495,0,3,2599,14,reefer,7,92.3,5.12,5632,894,0.774,3929,2,midwest,9,1
44,21,18,642,0,1,3300,7,dry_van,4,88.4,0.5,7470,1560,0.444,279,2,west,1,0
51,30,26,684,0,0,2516,13,reefer,3,80.5,2.48,6244,1985,0.349,2352,0,midwest,3,0
47,25,22,631,1,2,2997,12,dry_van,7,70.8,1.95,6239,1372,0.504,3367,1,west,6,0
54,28,28,627,1,0,2273,18,dry_van,7,74.2,4.32,4633,933,0.742,977,1,northeast,3,0
45,23,20,573,1,1,2782,17,reefer,5,91.4,1.92,7120,1358,0.51,1128,1,midwest,12,0
38,14,4,570,0,2,2180,11,dry_van,6,81.3,3.67,4174,859,0.805,1026,1,southeast,2,1
45,23,7,769,1,0,2609,9,dry_van,4,74.6,6.19,5017,1230,0.563,913,1,midwest,11,0
21,0,0,771,0,0,2577,9,flatbed,8,81.5,1.97,6176,2022,0.342,6916,0,south,8,0
46,20,15,640,0,0,2995,11,reefer,5,90.4,1.02,5722,1580,0.438,893,0,south,2,0
21,0,0,660,1,2,2298,17,dry_van,6,80.8,3.74,5852,1181,0.586,736,1,southeast,3,1
25,0,0,571,0,0,3983,13,reefer,7,92.8,2.98,8520,2569,0.269,148,0,midwest,5,0
47,25,20,685,1,1,1978,14,dry_van,9,82.3,1.11,4656,556,1.245,3495,1,midwest,8,0
47,25,24,763,1,1,2705,15,reefer,5,87.0,3.04,6647,1155,0.599,687,1,southeast,10,0
30,7,7,533,1,1,2730,9,reefer,9,58.3,3.54,6759,1466,0.472,683,0,west,11,1
35,14,0,672,0,0,2842,10,dry_van,7,75.0,4.91,7055,1815,0.381,9228,1,west,6,0
56,30,21,678,0,1,2368,14,reefer,5,73.9,0.5,5899,1471,0.471,447,0,southeast,7,0
37,15,13,677,1,0,2709,9,dry_van,3,67.1,1.99,5795,1426,0.485,324,1,midwest,11,0
64,39,39,755,0,1,2346,7,dry_van,9,89.7,1.68,5742,1102,0.628,329,4,midwest,6,0
42,19,18,783,1,0,3443,8,dry_van,4,87.7,1.78,5923,1547,0.447,328,0,midwest,9,0
46,22,17,624,1,0,2314,16,flatbed,5,81.8,4.34,6492,1081,0.64,752,0,south,2,0
58,34,30,687,0,0,2533,11,reefer,1,77.2,2.26,6128,1352,0.512,1498,2,northeast,5,0
43,21,9,646,0,2,2301,13,flatbed,5,74.5,4.12,5830,1168,0.592,1151,1,south,8,0
32,6,6,596,0,0,2240,8,dry_van,4,86.6,1.65,4706,653,1.059,4299,1,midwest,6,0
41,20,19,659,0,2,1970,13,dry_van,6,83.3,3.82,4376,578,1.197,2697,0,southeast,6,0
42,21,11,687,1,1,2902,11,reefer,2,67.6,3.91,6677,1537,0.45,2097,0,south,12,0
28,3,0,655,1,0,2297,14,dry_van,6,76.1,0.56,4497,1032,0.67,2418,0,midwest,6,0
39,10,10,578,1,2,2241,10,flatbed,8,61.7,6.32,5749,1121,0.618,3162,1,midwest,4,0
35,13,12,608,0,3,2167,14,reefer,5,86.3,1.87,5508,1269,0.545,1405,1,south,7,0
51,30,27,608,0,2,2737,10,flatbed,2,85.9,0.84,6912,2289,0.302,9753,0,south,3,0
42,19,18,581,1,1,2610,12,dry_van,2,77.9,2.8,5864,1367,0.506,804,4,northeast,8,0
39,18,17,662,1,1,2612,11,dry_van,7,81.5,1.26,5992,1640,0.422,876,1,south,9,0
41,20,7,669,1,0,2257,12,dry_van,7,90.9,3.39,5152,1451,0.477,630,0,southeast,12,0
44,21,18,709,0,1,2796,13,flatbed,4,74.3,2.64,7449,1679,0.412,665,1,west,4,0
48,27,22,580,1,0,2302,10,dry_van,8,59.0,4.73,5235,1587,0.436,438,0,northeast,4,0
32,8,3,600,0,0,2632,12,reefer,3,84.7,2.82,6470,1708,0.405,459,2,southeast,5,0
32,10,8,749,1,1,2537,13,reefer,3,63.2,1.79,5008,1423,0.486,1338,0,southeast,6,0
53,24,17,628,0,0,1840,14,flatbed,5,96.2,2.69,4427,1067,0.648,1304,3,west,7,0
38,15,8,642,1,2,3513,12,flatbed,8,76.5,1.29,8768,3138,0.221,952,4,midwest,3,0
28,3,0,628,1,0,2859,9,reefer,6,94.4,0.56,7332,1810,0.382,658,0,midwest,4,0
46,23,15,719,1,3,2681,12,dry_van,6,92.3,2.11,5505,999,0.693,6929,2,midwest,11,0
47,23,22,722,1,0,2752,14,flatbed,6,76.8,0.89,7556,2294,0.302,8826,2,midwest,4,0
27,1,0,718,0,1,3524,7,dry_van,1,67.8,2.75,8587,2358,0.293,3591,1,southeast,1,0
44,21,20,642,0,0,3112,7,reefer,4,85.2,2.15,8836,2841,0.244,2332,1,northeast,7,0
49,26,21,579,1,0,2757,10,dry_van,7,79.5,2.74,6276,1353,0.512,8853,0,south,3,0
46,24,23,775,1,0,2281,11,reefer,6,92.4,1.29,5171,1011,0.685,2366,1,northeast,6,0
48,27,26,700,1,1,2352,4,dry_van,2,54.1,1.37,5241,1119,0.618,371,0,south,12,0
28,6,4,608,0,2,1789,14,reefer,3,88.5,4.47,4591,1203,0.575,571,1,northeast,7,0
45,22,17,740,1,0,2434,11,dry_van,7,76.8,1.65,4503,1162,0.595,1855,0,south,3,0
39,14,14,603,1,0,2898,4,reefer,3,96.2,2.74,7648,2217,0.312,3496,1,northeast,8,0
37,14,14,739,1,0,2885,8,dry_van,2,96.6,1.61,5911,1142,0.606,7283,1,southeast,12,0
51,22,18,743,0,2,2877,11,dry_van,5,59.5,3.46,6303,1773,0.39,7085,0,southeast,8,0
57,33,33,575,1,1,2368,6,flatbed,2,80.6,2.35,5552,1149,0.602,4676,2,west,5,0
60,34,30,681,0,1,2848,15,reefer,1,95.2,5.66,7444,1380,0.501,5336,2,south,7,0
55,17,8,695,0,1,2971,13,dry_van,3,64.1,4.75,5285,794,0.871,1206,1,southeast,5,0
41,13,9,823,1,0,1598,14,reefer,5,80.1,2.0,3816,756,0.915,1143,0,west,6,0
46,16,3,588,1,1,2737,8,reefer,6,91.7,4.87,6296,1706,0.406,1065,2,west,8,0
50,27,26,740,1,0,3536,13,reefer,6,89.0,1.21,9042,1820,0.38,1891,1,south,11,0
43,21,20,641,0,0,2469,10,dry_van,5,86.7,4.44,5099,1051,0.658,4132,1,northeast,11,0
43,21,19,553,1,1,1465,11,flatbed,3,67.9,3.92,4101,685,1.01,59940,2,west,12,0
50,29,24,632,1,1,2234,13,dry_van,5,66.1,2.17,4674,997,0.694,1123,2,midwest,9,0
41,20,16,640,1,0,1783,12,reefer,5,92.2,5.11,4496,1195,0.579,885,0,south,11,0
35,14,10,566,0,2,2315,15,dry_van,4,79.9,0.5,5301,1612,0.429,3676,0,northeast,6,0
38,17,15,662,0,1,2049,12,reefer,8,76.5,0.53,5076,1047,0.661,1121,1,south,2,1
48,20,19,707,1,1,3019,10,dry_van,7,57.1,4.57,6817,1910,0.362,7516,0,southeast,8,0
42,11,11,657,0,2,2950,15,dry_van,3,77.8,2.42,5405,1186,0.584,8805,1,northeast,11,0
45,21,19,602,1,0,2754,16,flatbed,7,80.0,2.69,6706,1213,0.57,14516,0,west,2,0
49,25,22,630,1,0,3152,12,flatbed,5,93.2,9.37,7724,1508,0.459,3054,2,west,8,0
38,15,14,640,1,0,2346,17,flatbed,6,76.6,7.6,6293,1828,0.379,10427,0,northeast,6,0
50,18,12,655,0,2,2633,11,reefer,7,80.0,2.47,6939,1281,0.54,447,1,west,5,0
46,24,21,718,0,1,3587,12,dry_van,5,77.5,1.66,7912,2775,0.249,7772,2,southeast,11,0
30,4,3,659,1,1,2863,12,reefer,5,71.0,3.29,6697,1472,0.47,4492,0,southeast,6,1
56,34,29,542,1,0,2862,12,dry_van,8,81.5,2.13,6167,1768,0.391,2406,0,west,9,0
37,15,14,601,1,1,2255,11,dry_van,2,90.5,2.88,4985,1313,0.527,1505,1,northeast,4,1
25,0,0,652,1,0,2413,9,dry_van,2,79.2,2.56,5147,1187,0.583,100,0,northeast,5,0
32,7,3,719,1,1,2149,9,dry_van,2,82.1,2.91,4336,1066,0.649,4061,1,northeast,4,0
32,11,4,731,1,0,3356,12,dry_van,9,89.4,1.68,6439,1264,0.547,1015,2,midwest,12,0
43,19,13,764,1,1,1899,16,dry_van,7,84.2,2.82,3700,782,0.884,1270,1,midwest,10,0
39,15,0,649,1,0,3011,15,reefer,5,84.1,3.15,6535,1088,0.636,2393,3,southeast,3,0
39,17,0,693,1,0,2862,13,flatbed,5,73.5,6.93,7396,1667,0.415,2703,2,southeast,4,0
48,19,18,538,1,0,1878,16,dry_van,6,74.6,2.76,3799,598,1.158,784,1,south,12,0
45,22,14,670,0,0,3114,12,dry_van,3,91.5,1.15,7089,2225,0.311,737,1,northeast,2,0
45,23,22,565,1,0,2484,9,dry_van,3,83.1,1.97,4237,591,1.172,645,1,south,7,0
46,24,21,636,0,1,2006,11,reefer,6,90.5,4.95,4490,820,0.844,2029,0,midwest,3,0
48,26,23,850,1,2,2764,12,dry_van,4,87.6,4.03,5845,1657,0.418,6792,3,southeast,7,0
21,0,0,661,1,4,2230,10,reefer,7,62.8,0.5,5428,1581,0.438,2228,0,south,6,0
38,13,6,580,1,0,2508,14,dry_van,4,88.6,1.31,5431,781,0.886,2582,0,west,10,1
21,0,0,669,1,2,2372,15,reefer,4,75.9,0.78,6156,1416,0.489,1438,1,southeast,6,0
42,15,14,604,0,1,2204,6,reefer,4,86.6,1.47,5944,1321,0.524,1094,1,west,6,1
42,20,14,573,1,0,2065,11,dry_van,4,95.8,2.21,4629,1085,0.638,897,1,midwest,11,0
52,27,21,787,1,1,2959,2,flatbed,3,75.5,2.09,7619,2339,0.296,1179,1,midwest,10,0
54,32,29,715,1,2,2746,12,dry_van,4,84.2,5.8,6199,1676,0.413,383,1,west,8,0
44,23,14,664,1,0,2717,12,dry_van,6,83.0,8.3,5786,1692,0.409,7758,1,south,10,0
37,15,13,613,0,2,2436,18,reefer,2,94.5,2.35,6431,1379,0.502,2453,1,west,1,0
47,25,24,618,0,0,2623,17,dry_van,6,82.9,1.45,5617,1015,0.682,2293,4,southeast,9,0
37,15,13,748,1,0,2269,15,flatbed,7,73.7,1.65,5699,1312,0.527,2778,3,west,12,0
42,19,10,661,1,0,2261,9,dry_van,5,65.3,3.86,5085,694,0.998,1151,0,southeast,3,0
52,29,28,424,1,0,3370,8,flatbed,4,89.6,0.5,8144,2131,0.325,2583,2,southeast,5,0
36,14,8,809,1,0,2998,8,reefer,1,65.3,3.44,8117,2510,0.276,893,3,southeast,12,0
50,29,19,653,1,1,2347,17,reefer,7,87.2,2.2,4926,1183,0.585,1027,1,northeast,6,0
49,27,27,664,1,3,1927,9,dry_van,2,58.5,3.32,3745,616,1.124,1765,1,midwest,4,0
32,5,2,716,1,0,1835,11,dry_van,4,57.8,0.77,4348,598,1.158,1958,0,south,9,0
52,29,22,673,1,1,2315,9,flatbed,6,83.5,2.42,6659,1126,0.615,9289,1,south,5,0
49,27,25,692,1,0,2648,8,reefer,1,86.1,1.8,7409,2529,0.274,661,0,south,10,0
43,21,20,610,0,1,2653,13,flatbed,9,50.3,4.59,6480,1616,0.428,628,1,west,11,0
34,10,2,554,0,0,2667,13,dry_van,4,66.6,0.5,5690,1723,0.402,1119,0,midwest,10,1
33,11,0,660,1,1,2750,4,reefer,3,96.8,1.25,6778,2069,0.335,5663,0,southeast,10,0
37,15,14,740,0,0,2133,7,flatbed,5,76.4,1.34,5632,1203,0.575,2499,1,northeast,3,0
47,21,19,595,1,0,3278,13,reefer,10,71.9,1.66,8572,3009,0.23,21687,0,midwest,4,0
32,9,0,589,1,0,2511,12,dry_van,6,76.5,1.23,5626,1196,0.579,1683,0,south,10,0
46,24,19,725,0,1,2733,11,reefer,5,93.3,7.9,7978,1733,0.399,2736,0,midwest,6,0
30,9,3,608,1,0,2305,14,dry_van,2,86.9,2.26,5475,1675,0.413,1993,1,midwest,3,0
40,9,0,611,0,2,2740,7,dry_van,3,91.6,3.71,6559,1853,0.373,2458,0,south,1,0
43,22,17,614,0,1,3535,10,dry_van,4,69.7,7.57,6987,1969,0.351,786,0,south,9,0
66,43,40,635,1,2,2155,14,flatbed,3,49.6,3.23,5891,1681,0.412,1994,1,west,10,0
28,4,4,530,1,0,2098,10,flatbed,8,70.1,3.05,5837,1196,0.579,525,0,midwest,7,0
57,34,30,602,1,0,2211,13,flatbed,4,87.7,3.61,6061,1359,0.509,2647,0,northeast,3,0
43,21,14,656,0,1,2450,8,dry_van,1,80.9,4.01,4447,941,0.735,2946,0,northeast,11,0
46,19,17,656,1,1,2365,9,reefer,5,78.8,1.83,5326,1411,0.49,1453,2,south,3,0
43,16,14,721,0,1,2132,6,dry_van,5,93.6,0.5,4273,896,0.773,876,3,southeast,7,0
46,24,24,769,1,1,2578,5,dry_van,6,76.4,1.76,5469,1016,0.681,793,1,southeast,11,0
40,17,11,746,0,1,3303,10,reefer,3,54.7,4.8,7749,1618,0.428,641,1,northeast,5,0
57,34,13,704,1,0,2533,14,dry_van,7,69.4,9.25,7032,2082,0.332,813,0,midwest,2,0
37,13,13,630,0,3,2557,12,dry_van,2,92.7,5.21,5263,787,0.879,28242,0,southeast,6,0
53,31,24,596,0,1,2754,16,reefer,6,62.9,3.19,6656,2085,0.332,2481,1,south,7,0
36,15,14,641,1,2,2891,11,reefer,5,86.8,4.3,7326,2378,0.291,1378,1,west,5,0
41,18,12,681,1,0,3218,5,dry_van,5,72.9,3.19,7016,1592,0.435,813,2,west,5,0
31,10,7,698,1,0,2708,13,reefer,13,75.7,0.62,7570,2187,0.316,1534,2,midwest,1,0
47,24,5,684,1,2,2599,8,flatbed,4,73.4,1.01,6919,2038,0.339,3455,1,west,6,0
56,30,24,632,0,2,2154,12,dry_van,6,86.7,5.83,4541,912,0.759,3246,3,south,11,0
41,18,0,695,1,1,2933,4,flatbed,3,80.7,2.39,7336,1483,0.467,5226,0,southeast,3,0
40,17,11,728,0,2,2220,11,reefer,4,88.1,2.56,5778,1080,0.64,5507,1,west,11,0
31,7,0,702,1,2,2206,14,dry_van,8,88.8,1.75,5351,960,0.721,1770,2,south,8,0
40,15,15,638,0,2,2687,14,dry_van,5,88.5,2.54,6127,1361,0.508,837,1,midwest,10,0
26,3,0,582,0,0,3294,11,dry_van,5,84.4,3.79,6781,1793,0.386,1390,0,southeast,8,0
33,10,0,580,0,0,2927,12,reefer,4,78.6,3.6,6722,1920,0.36,4295,5,southeast,9,0
44,22,9,592,0,1,2583,10,dry_van,5,84.2,3.1,5901,1332,0.52,880,1,southeast,4,1
55,33,31,658,1,0,2158,11,dry_van,9,64.6,2.58,5366,935,0.74,18294,0,southeast,6,0
70,45,37,676,0,4,3285,14,dry_van,4,88.3,1.86,7615,1914,0.362,850,3,south,10,0
36,11,0,541,1,0,2575,9,flatbed,2,92.9,1.38,6424,2095,0.33,3159,1,southeast,3,0
56,34,27,605,1,1,2469,10,dry_van,8,80.8,3.87,5256,1011,0.685,2494,0,northeast,9,0
44,22,17,657,0,0,2850,6,dry_van,2,71.9,1.52,5019,1120,0.618,4347,0,west,6,0
40,17,10,577,0,1,2398,14,flatbed,6,81.7,5.1,6692,1521,0.455,189,0,midwest,2,0
46,25,24,670,0,1,2261,11,dry_van,2,86.6,2.54,4362,520,1.331,5151,0,west,2,0
43,22,18,618,0,1,2304,8,reefer,6,69.6,3.91,6077,1167,0.593,1209,0,midwest,10,1
43,18,10,589,0,0,2303,15,dry_van,3,80.9,3.86,5030,1353,0.512,710,2,midwest,10,1
38,16,12,644,0,2,2093,12,dry_van,4,88.7,3.18,5395,1368,0.506,5243,0,midwest,1,0
28,6,2,667,0,0,2042,9,dry_van,5,88.0,3.56,4849,613,1.13,246,1,midwest,4,0
27,0,0,581,1,1,3037,15,flatbed,3,41.4,0.92,8004,2772,0.25,14940,3,midwest,7,0
49,21,18,623,1,0,2901,11,reefer,6,64.6,6.27,7010,2365,0.293,2272,2,south,12,0
39,16,4,673,1,0,2230,6,dry_van,8,97.0,8.62,4545,1249,0.554,1537,3,west,2,0
36,12,12,587,0,0,3000,15,reefer,9,86.0,2.31,7282,1573,0.44,450,1,west,9,0
42,12,8,524,0,0,2739,9,reefer,6,53.4,2.49,6543,1538,0.45,1346,3,midwest,4,1
50,28,27,532,0,0,2454,22,dry_van,7,65.7,3.46,4581,1157,0.598,6566,1,south,7,0
44,18,16,611,0,1,2048,10,dry_van,1,87.6,2.41,4953,882,0.784,2409,1,northeast,11,0
35,10,9,548,0,0,2754,5,dry_van,3,93.6,2.77,5800,1098,0.63,3354,0,northeast,12,0
54,25,18,616,0,0,3439,18,dry_van,2,60.7,2.24,7224,1610,0.43,5491,2,midwest,2,0
58,36,33,757,0,1,2607,12,reefer,5,83.7,1.24,5345,1385,0.5,709,2,midwest,12,0
47,22,10,543,0,0,3049,13,reefer,4,97.1,2.91,7093,2128,0.325,304,1,northeast,3,0
52,31,18,620,1,1,2505,13,flatbed,5,88.4,1.52,6783,2043,0.339,601,1,midwest,4,0
54,29,20,789,0,1,3015,7,reefer,4,46.9,2.93,6803,1868,0.37,1750,0,southeast,4,0
53,31,22,669,0,0,2532,4,reefer,3,86.6,1.07,5596,1693,0.409,1391,0,midwest,4,0
48,27,22,614,0,0,1518,19,reefer,4,83.7,0.68,3578,510,1.357,1367,1,south,7,0
48,22,18,629,1,1,2275,6,flatbed,6,71.9,5.36,5873,1651,0.419,3183,1,west,7,0
47,26,18,670,1,0,2660,18,reefer,3,74.9,6.66,6942,1734,0.399,1127,1,south,4,0
31,5,3,759,0,0,3087,14,reefer,3,68.0,1.06,8209,2911,0.238,563,0,south,2,0
49,27,21,603,0,1,2531,12,reefer,12,83.6,0.73,6052,1697,0.408,612,2,midwest,9,0
28,5,5,587,0,0,2613,10,dry_van,4,79.8,5.62,4948,1457,0.475,3552,2,midwest,10,0
34,13,8,543,0,2,2336,20,reefer,5,68.7,6.96,5351,1382,0.501,5875,0,midwest,5,0
55,34,32,647,0,1,3302,9,reefer,7,75.4,13.76,8605,2618,0.264,8460,1,midwest,12,0
50,28,22,542,1,1,3275,9,dry_van,4,75.2,1.51,6318,1612,0.429,1072,2,southeast,6,0
57,35,29,608,0,1,2296,14,dry_van,5,83.1,1.16,5244,1448,0.478,2194,2,southeast,4,0
39,17,12,576,1,1,1918,9,dry_van,2,66.1,1.75,5029,775,0.893,3038,2,southeast,2,0
30,9,6,715,0,0,1787,8,dry_van,3,85.0,8.52,4187,578,1.196,2486,2,southeast,3,0
40,19,18,604,1,0,2872,12,dry_van,5,92.6,0.5,6391,1223,0.566,3350,0,southeast,8,0
43,20,15,668,0,1,2661,14,dry_van,6,81.6,3.26,6447,1552,0.446,3889,2,northeast,6,0
43,22,22,528,1,1,2248,18,reefer,4,71.2,4.35,5592,1170,0.591,780,2,west,10,0
53,26,23,649,1,1,2722,19,reefer,6,86.0,5.03,6333,1792,0.386,913,3,south,7,0
38,10,7,556,0,1,2046,6,dry_van,2,65.3,2.73,4489,1013,0.683,2891,0,midwest,2,0
46,25,24,610,0,2,2958,15,dry_van,6,85.9,4.11,5732,1056,0.655,607,0,south,6,0
32,8,6,795,0,1,2428,8,dry_van,6,77.1,1.32,4599,883,0.784,912,2,west,8,0
47,23,14,705,0,0,2113,9,dry_van,5,92.1,1.27,4490,695,0.996,2145,1,northeast,10,0
42,19,7,631,0,0,2435,10,reefer,5,46.5,0.5,5504,1328,0.521,1053,3,northeast,9,0
35,13,10,850,1,2,2419,10,reefer,3,89.6,1.65,5461,794,0.871,2671,0,west,10,0
40,17,0,576,0,1,2764,8,dry_van,6,76.7,1.21,5361,1293,0.535,835,1,midwest,6,1
40,14,12,722,0,1,3125,4,dry_van,2,63.8,1.53,6549,1271,0.545,132,0,midwest,12,0
39,17,11,533,0,2,3101,17,flatbed,6,98.1,2.36,7466,2394,0.289,2496,1,west,3,0
60,35,34,623,1,0,2672,15,flatbed,3,91.9,5.65,6830,2188,0.316,1669,0,south,7,0
41,18,0,546,0,1,2516,12,reefer,8,83.7,3.62,5704,1050,0.659,7202,0,southeast,4,0
40,13,9,658,1,2,2344,8,dry_van,8,87.7,1.04,4712,973,0.711,1199,0,south,12,0
21,0,0,644,0,0,1804,16,dry_van,6,77.1,1.49,3805,908,0.762,1979,1,south,6,0
33,7,3,618,1,1,2591,12,dry_van,3,84.9,1.94,4717,1297,0.534,1161,0,west,12,0
39,10,0,716,1,0,2217,10,dry_van,6,87.4,2.03,4375,858,0.807,830,0,midwest,10,0
35,12,1,600,1,1,3148,6,reefer,6,83.9,8.28,8334,1932,0.358,1062,2,northeast,12,1
56,32,30,663,0,1,2510,14,dry_van,2,96.4,3.79,5739,1821,0.38,613,1,south,2,0
40,10,8,697,0,0,2936,11,flatbed,3,80.5,1.23,7494,2132,0.325,2070,0,west,12,0
55,19,19,536,0,1,2383,13,reefer,5,91.7,0.93,4999,1272,0.544,2024,1,southeast,3,0
43,20,9,588,1,1,2296,12,flatbed,7,94.6,4.77,5375,1216,0.569,625,1,midwest,3,0
42,13,12,644,0,1,2872,14,flatbed,4,78.3,7.73,7178,1280,0.541,4549,0,west,8,0
41,19,17,684,1,1,2725,13,dry_van,3,55.0,4.6,6071,1606,0.431,809,1,west,6,0
42,20,18,739,1,1,2745,11,reefer,4,84.1,3.47,6245,1466,0.472,1759,2,west,1,0
59,31,30,625,0,0,2558,14,flatbed,8,79.6,1.66,6810,1300,0.532,4491,1,south,10,0
21,0,0,618,1,1,2955,15,dry_van,2,77.3,4.53,6258,1301,0.532,7449,0,midwest,7,0
22,0,0,579,0,1,2890,17,dry_van,3,81.9,6.19,6716,1392,0.497,134,0,southeast,2,0
37,15,10,663,1,0,1620,8,dry_van,7,64.1,1.1,3620,756,0.915,4652,1,northeast,4,0
42,17,14,619,0,1,2484,16,dry_van,8,93.5,0.56,5780,1348,0.513,2343,1,midwest,11,1
49,23,18,621,1,2,3057,6,reefer,3,84.8,2.48,7344,1381,0.501,3057,0,northeast,11,0
47,25,16,633,1,0,2141,15,dry_van,3,72.1,2.75,4379,991,0.698,1049,0,northeast,2,0
38,15,14,679,1,2,1838,10,dry_van,11,85.7,9.62,4265,951,0.728,3898,2,west,2,0
52,30,27,601,0,0,2538,15,reefer,6,85.0,3.26,6172,1944,0.356,5719,0,west,6,0
52,25,22,586,1,0,2834,17,reefer,5,79.9,2.13,6909,1676,0.413,3342,2,south,3,0
44,20,14,670,1,2,2393,13,dry_van,4,94.9,6.0,5372,1203,0.575,4510,1,midwest,9,0
52,31,31,428,1,1,3182,12,reefer,5,90.6,2.61,8376,1772,0.391,14102,0,northeast,12,0
45,16,8,598,1,1,3430,12,flatbed,5,82.1,0.59,9037,2589,0.267,8257,1,south,4,0
36,12,10,559,1,0,1734,10,dry_van,6,86.2,4.32,4095,679,1.019,859,0,south,7,1
49,27,25,724,0,0,2427,16,reefer,2,58.8,6.18,4704,823,0.841,3855,0,midwest,5,0
43,19,17,609,1,1,1573,12,dry_van,9,85.7,0.83,3543,424,1.632,6003,0,west,10,0
42,20,17,601,1,0,2897,4,reefer,6,63.0,2.28,7777,1431,0.484,2503,4,midwest,8,0
